time, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20
-291.7,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
-231.7,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
-171.7,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
-111.7,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
-51.7,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
8.3,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
68.3,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
128.3,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
188.3,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
248.3,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
308.3,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
368.3,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
428.3,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
488.3,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
548.3,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
608.3,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
668.3,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
