,Time,Velocity,Acceleration,SpaceGap,LateralDistance,RelativeVelocity,LongitudeGPS,LatitudeGPS,Score,TrackID,L_Approach,R_Approach,L_Adjacent,R_Adjacent
5824,1619096249.4,87.32543428463633,-0.19,26.0,,,-86.72315920000001,36.1118885,,,1.0,0.0,0.0,1.0
5825,1619096249.5,87.35249362436244,-0.19,26.0,,,-86.72314770000001,36.111868,,,1.0,0.0,0.0,1.0
5826,1619096249.6,87.27557268159755,-0.19,26.0,,,-86.72313620000001,36.1118473,,,1.0,0.0,0.0,1.0
5827,1619096249.7,87.21747625632256,-0.19,26.0,,,-86.72312480000001,36.1118265,,,1.0,0.0,0.0,1.0
5828,1619096249.8,87.20798786644151,0.0,26.087105698602876,,,-86.7231137,36.111805700000005,,,1.0,0.0,0.0,1.0
5829,1619096249.9,87.11,-0.39,26.587486862088014,,,-86.7231018,36.111785499999996,,,1.0,0.0,0.0,1.0
5830,1619096250.0,87.02498917328299,-0.19,27.0,,,-86.7230903,36.1117658,,,1.0,0.0,0.0,1.0
5831,1619096250.1,86.97528891798986,-0.39,27.0,,,-86.7230785,36.1117458,,,1.0,0.0,0.0,1.0
5832,1619096250.2,86.90411849828611,-0.19,27.0,,,-86.723067,36.111725799999995,,,1.0,0.0,0.0,1.0
5833,1619096250.3,86.83271863419552,-0.19,27.0,,,-86.7230552,36.1117055,,,1.0,0.0,0.0,1.0
5834,1619096250.4,86.81149794090977,-0.19,27.0,,,-86.7230438,36.1116858,,,1.0,0.0,0.0,0.9343631742285413
5835,1619096250.5,86.79,-0.04023447898623393,27.0,,,-86.72303199999999,36.1116658,,,1.0,0.0,0.0,0.8153806657324248
5836,1619096250.6,86.84415647090186,0.0,27.0,,,-86.72301829999999,36.1116462,,,1.0,0.0,0.0,0.6963981572363084
5837,1619096250.7,86.90457926520075,0.19,27.0,,,-86.72300729999999,36.1116262,,,1.0,0.0,0.0,0.5774153650635152
