time, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20
-266.6,100,100,90,90,90,90,90,90,90,90,91,100,100,100,100,100,93,90,90,90,90
-206.6,100,100,90,90,90,90,90,90,90,90,91,100,100,100,100,100,90,90,90,92,92
-146.6,100,100,90,90,90,90,90,90,90,90,91,100,100,100,100,100,90,90,90,92,92
-86.6,100,100,100,100,100,90,90,90,100,90,91,100,100,100,90,90,90,90,90,94,92
-26.6,100,100,100,100,100,90,90,90,100,90,91,100,100,100,90,90,90,90,100,100,92
33.4,100,100,100,100,100,90,90,90,90,90,91,100,100,90,90,90,90,90,90,94,92
93.4,100,100,100,100,100,90,90,90,90,90,91,100,100,90,90,90,90,90,100,100,92
153.4,100,100,100,100,100,90,90,90,100,90,91,100,100,90,90,90,90,90,90,94,92
213.4,100,100,100,100,100,90,90,90,100,90,90,90,90,90,90,90,90,90,100,100,92
273.4,100,100,100,100,100,100,100,100,100,90,90,90,90,90,90,90,97,100,100,100,92
333.4,100,100,100,100,100,100,100,100,100,90,90,90,90,90,90,90,97,100,100,100,100
393.4,100,100,100,100,100,100,100,100,100,90,90,90,90,90,90,90,97,100,100,100,100
453.4,100,100,100,100,100,100,100,100,100,90,90,90,90,90,90,90,97,100,100,100,100
513.4,100,100,100,100,100,100,100,100,100,90,90,90,90,90,90,90,97,100,100,100,100
573.4,100,100,100,100,100,100,100,100,100,90,90,90,90,90,90,90,97,100,100,100,100
633.4,100,100,100,100,100,100,100,100,100,90,90,90,90,90,90,90,97,100,100,100,100
