time, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20
-266.6,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
-206.6,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
-146.6,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
-86.6,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
-26.6,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
33.4,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
93.4,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
153.4,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
213.4,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
273.4,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
333.4,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
393.4,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
453.4,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
513.4,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
573.4,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
633.4,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
