time, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20
-266.6,31.2928,28.1635,22.352,8.49376,8.9408,8.49376,12.0701,11.623,17.8816,16.5405,19.2227,24.1402,25.4813,26.3754,28.1635,26.8224,20.1168,12.5171,16.0934,20.1168,18.7757
-206.6,30.3987,29.0576,22.352,8.49376,8.9408,8.49376,12.5171,11.176,19.2227,16.9875,19.2227,25.0342,25.9283,27.2694,26.3754,24.5872,12.9642,14.3053,15.6464,21.4579,19.2227
-146.6,30.3987,29.5046,28.1635,20.5638,8.9408,8.49376,12.0701,12.9642,21.4579,16.5405,18.7757,24.5872,25.0342,25.9283,26.3754,24.5872,12.9642,16.0934,15.6464,21.905,19.6698
-86.6,30.8458,29.5046,29.5046,24.5872,10.729,11.623,12.0701,12.9642,22.352,17.8816,17.8816,23.2461,25.4813,24.5872,22.799,17.8816,13.4112,12.9642,19.2227,23.2461,21.0109
-26.6,30.8458,29.9517,29.0576,25.9283,11.623,15.6464,11.176,15.1994,21.905,19.2227,19.2227,22.799,23.6931,23.6931,18.3286,15.1994,13.4112,13.8582,20.1168,24.5872,23.2461
33.4,30.3987,28.1635,28.1635,30.3987,17.8816,16.5405,11.623,18.3286,20.1168,19.2227,20.1168,25.4813,22.352,20.1168,18.3286,15.1994,13.4112,15.1994,18.7757,24.1402,24.1402
93.4,29.9517,29.0576,29.0576,28.6106,23.6931,16.5405,11.623,17.8816,21.4579,18.7757,21.4579,26.8224,22.352,15.6464,12.5171,11.176,11.623,15.6464,19.2227,24.5872,25.4813
153.4,30.8458,30.3987,29.5046,29.9517,25.4813,16.0934,11.623,17.8816,23.6931,22.352,19.6698,24.5872,21.0109,15.6464,12.0701,9.83488,11.623,18.7757,19.2227,23.6931,25.4813
213.4,31.2928,32.1869,31.7398,30.3987,25.9283,16.0934,16.0934,21.0109,25.0342,22.799,20.1168,19.2227,17.8816,15.1994,12.0701,12.0701,11.176,19.2227,20.5638,22.352,25.9283
273.4,32.1869,32.1869,32.1869,31.2928,30.8458,22.799,25.4813,24.5872,25.9283,21.4579,17.8816,14.3053,16.5405,15.1994,12.5171,11.176,12.5171,25.0342,25.4813,24.5872,25.9283
333.4,32.6339,33.528,32.6339,32.1869,33.528,29.0576,27.7165,27.2694,25.9283,19.2227,16.9875,12.9642,18.3286,14.3053,8.9408,11.176,13.4112,25.0342,26.8224,27.2694,27.2694
393.4,32.1869,33.528,33.528,32.6339,33.528,33.528,33.081,30.3987,29.5046,19.2227,12.9642,12.5171,18.7757,12.5171,8.49376,12.9642,16.5405,25.9283,27.7165,27.7165,27.2694
453.4,32.6339,33.081,33.081,32.6339,33.528,33.528,32.1869,31.7398,30.3987,21.0109,9.38784,14.3053,16.5405,12.0701,6.7056,11.623,18.7757,25.4813,25.9283,27.2694,26.8224
513.4,32.1869,33.528,33.528,33.081,33.528,33.975,33.528,31.7398,32.1869,19.6698,12.0701,14.3053,9.83488,9.38784,16.0934,16.0934,18.3286,25.9283,25.4813,29.0576,28.1635
573.4,32.6339,33.528,31.7398,32.6339,33.528,33.975,32.6339,31.7398,30.3987,19.6698,12.0701,12.9642,12.9642,14.3053,19.2227,15.1994,16.5405,25.9283,26.8224,27.7165,28.1635
633.4,32.6339,32.6339,33.528,32.6339,32.6339,33.975,31.7398,31.2928,30.3987,25.9283,17.4346,11.176,18.3286,17.4346,18.3286,13.4112,16.0934,26.8224,26.3754,27.7165,27.7165
