index,Time,Velocity,Acceleration,SpaceGap,LateralDistance,RelativeVelocity,LongitudeGPS,LatitudeGPS,Score,TrackID,L_Approach,R_Approach,L_Adjacent,R_Adjacent,DistanceGPS
0,1619043319.9,24.936861146834104,0.78,14.0,,,-86.723166,36.1118818,,,0.0,0.0,0.0,1.0,0.0
1,1619043320.0,25.1643194110998,0.78,14.0,,,-86.723163,36.1118765,,,0.0,0.0,0.0,1.0,0.6480275105498385
2,1619043320.1,25.28518780661349,0.78,14.0,,,-86.72316020000001,36.1118712,,,0.0,0.0,0.0,1.0,1.2887918665472313
3,1619043320.2,25.426884333346067,0.78,13.8928807710614,,,-86.723157,36.111866,,,0.0,0.0,0.0,1.0,1.9345189127515057
4,1619043320.3,25.637847714989523,0.98,13.393797001427892,,,-86.7231542,36.111861,,,0.0,0.0,0.0,1.0,2.54474285074895
5,1619043320.4,25.749036581733503,0.58,13.0,,,-86.723151,36.1118558,,,0.0,0.0,0.0,1.0,3.1904699122971114
6,1619043320.5,25.895894397040287,0.78,13.0,,,-86.723148,36.1118513,,,0.0,0.0,0.0,1.0,3.7588038797301846
7,1619043320.6,26.05497954177407,0.78,13.0,,,-86.723145,36.1118457,,,0.0,0.0,0.0,1.0,4.4373103345338905
8,1619043320.7,26.139946840742574,0.39,13.0,,,-86.7231413,36.1118408,,,0.0,0.0,0.0,1.0,5.075541994489949
9,1619043320.8,26.17880181371623,0.3813359794809779,13.0,,,-86.72313829999999,36.1118365,,,0.0,0.0,0.0,1.0,5.624397473846981
10,1619043320.9,26.23218185813161,0.19,13.0,,,-86.7231353,36.1118318,,,0.0,0.0,0.0,1.0,6.212405864573197
11,1619043321.0,26.24384176674313,0.0192467484674459,13.0,,,-86.7231315,36.1118277,,,0.0,0.0,0.0,1.0,6.781939735955703
12,1619043321.1,26.265357523016306,0.0,13.0,,,-86.7231278,36.1118233,,,0.0,0.0,0.0,1.0,7.373417251614708
13,1619043321.2,26.2747377139188,0.0,13.0,,,-86.7231238,36.1118185,,,0.0,0.0,0.0,1.0,8.016835520283518
14,1619043321.3,26.23370214796243,0.0,13.0,,,-86.7231205,36.111814,,,0.0,0.0,0.0,1.0,8.598432528584954
15,1619043321.4,26.182131535281123,-0.0844568459893342,13.0,,,-86.7231175,36.1118098,,,0.0,0.0,0.0,1.0,9.137628894418079
16,1619043321.5,26.155872877298712,-0.19,13.0,,,-86.72311529999999,36.111806,,,0.0,0.0,0.0,1.0,9.604102319029893
17,1619043321.6,26.038666503614326,-0.2308685999981344,12.893166260807266,,,-86.723113,36.1118018,,,0.0,0.0,0.0,1.0,10.114782816247416
18,1619043321.7,25.903859829401817,-0.59,12.39566013140118,,,-86.7231112,36.1117992,,,0.0,0.0,0.0,1.0,10.446035301927544
19,1619043321.8,25.772326730412708,-0.59,12.0,,,-86.723108,36.1117943,,,0.0,0.0,0.0,1.0,11.062070775298631
20,1619043321.9,25.603971183890756,-0.78,12.0,,,-86.7231057,36.1117902,,,0.0,0.0,0.0,1.0,11.56260269642382
21,1619043322.0,25.43733679037189,-0.944445081732148,12.0,,,-86.72310329999999,36.111785,,,0.0,0.0,0.0,1.0,12.179702223774056
22,1619043322.1,25.29300663533315,-0.78,12.0,,,-86.7231008,36.111780200000005,,,0.0,0.0,0.0,1.0,12.758760668993114
23,1619043322.2,25.11775714773892,-0.78,12.0,,,-86.72309720000001,36.111774700000005,,,0.0,0.0,0.0,1.0,13.450571581452214
24,1619043322.3,24.9203411688954,-0.98,12.0,,,-86.72309279999999,36.1117695,,,0.0,0.0,0.0,1.0,14.150970260750556
25,1619043322.4,24.7985161777964,-0.78,12.0,,,-86.7230887,36.1117648,,,0.0,0.0,0.0,1.0,14.790327374337267
26,1619043322.5,24.571105084621117,-0.8391232650301448,12.0,,,-86.7230845,36.1117598,,,0.0,0.0,0.0,1.0,15.462231718905631
27,1619043322.6,24.4202000320336,-0.98,12.0,,,-86.7230802,36.111754,,,0.0,0.0,0.0,0.8316388899735856,16.21399117352507
28,1619043322.7,24.24230052522106,-0.78,12.0,,,-86.7230753,36.1117482,,,0.0,0.0,0.0,0.5540389656890938,16.994815401418023
29,1619043322.8,24.10315250335009,-0.78,12.0,,,-86.72307099999999,36.1117423,,,0.0,0.0,0.0,0.2764397032534504,17.756135680083286
30,1619043322.9,23.90481479788236,-0.98,12.0,,,-86.7230665,36.111738200000005,,,0.0,0.0,0.0,0.0,18.36544140650598
31,1619043323.0,23.740308468872687,-0.78,12.0,,,-86.7230625,36.1117333,,,0.0,0.0,0.0,0.0,19.018113400530215
32,1619043323.1,23.654224444963777,-0.59,12.0,,,-86.7230585,36.1117288,,,0.0,0.0,0.0,0.0,19.634141755247995
33,1619043323.2,23.53823263460748,-0.59,12.0,,,-86.723054,36.1117243,,,0.0,0.0,0.0,0.0,20.27740434397087
