index,Time,Velocity,Acceleration,SpaceGap,LateralDistance,RelativeVelocity,LongitudeGPS,LatitudeGPS,Score,TrackID,L_Approach,R_Approach,L_Adjacent,R_Adjacent,DistanceGPS
0,1618577124.0,103.6621637415787,-0.59,106.0,,,-86.723161,36.1118457,,,0.0,0.0,0.0,0.0,0.0
1,1618577124.1,103.63376535794244,-0.4334772336964917,106.0,,,-86.7231475,36.1118213,,,0.0,0.0,0.0,0.0,2.9718508770043774
2,1618577124.2,103.49202520352404,-0.7095570420753815,106.0,,,-86.7231342,36.1117972,,,0.0,0.0,0.0,0.0,5.905917138920314
3,1618577124.3,103.37287183027637,-0.4866524739392159,106.0,,,-86.7231213,36.1117728,,,0.0,0.0,0.0,0.0,8.856184438668572
4,1618577124.4,103.2918322910693,-0.39,106.08845887879438,,,-86.723108,36.111749200000006,,,0.0,0.0,0.0,0.0,11.739560540448828
5,1618577124.5,103.1589366624629,-0.59,106.58853041466962,,,-86.7230945,36.1117257,,,0.0,0.0,0.0,0.0,14.620337476191441
6,1618577124.6,103.07322992750647,-0.9423243726291216,107.0,,,-86.72308120000001,36.1117018,,,0.0,0.0780874618683878,0.0,0.0,17.534106668646334
7,1618577124.7,102.88442031549737,-0.4035753549540117,107.0,,,-86.7230677,36.1116787,,,0.0,0.2095325426318788,0.0,0.0,20.374600772018116
8,1618577124.8,102.77321861808282,-0.59,107.0,,,-86.7230535,36.1116558,,,0.0,0.3409773100063241,0.0,0.0,23.22260459318861
9,1618577124.9,102.66522778145874,-0.913732094499102,107.0,,,-86.7230403,36.111633000000005,,,0.0,0.472422390769815,0.0,0.0,26.021446183086617
10,1618577125.0,102.5311321223727,-0.5717385531582544,107.0,,,-86.7230283,36.1116093,,,0.0,0.6038671581442605,0.0,0.0,28.868714364662175
11,1618577125.1,102.36013633340724,-0.39,107.0,,,-86.723015,36.111586200000005,,,0.0,0.7353119255187058,0.0,0.0,31.701585169650006
12,1618577125.2,102.21110591486422,-0.8375130820235982,107.0,,,-86.7230007,36.1115638,,,0.0,0.8667570062821968,0.0,0.0,34.50409768335085
13,1618577125.3,102.09239728998791,-0.7561579226285109,107.0,,,-86.7229873,36.11154129999999,,,0.0,0.998201773656642,0.0,0.0,37.28050129517831
14,1618577125.4,101.993643486414,-0.5930486487493248,107.0,,,-86.72297420000001,36.1115178,,,0.0,1.0,0.0,0.0,40.14633843837364
15,1618577125.5,101.78513002022538,-0.7526069610675471,107.0,,,-86.7229605,36.1114943,,,0.0,1.0,0.0,0.0,43.03472610389688
16,1618577125.6,101.68451238901028,-0.7252250306104601,107.0,,,-86.72294670000001,36.111471,,,0.0,1.0,0.0,0.0,45.906876132263115
17,1618577125.7,101.55394897123784,-0.5641649320950203,107.0,,,-86.7229332,36.1114475,,,0.0,1.0,0.0,0.0,48.787654876901904
18,1618577125.8,101.38056167949924,-0.6736201997983686,107.0,,,-86.72291949999999,36.1114245,,,0.0,1.0,0.0,0.0,51.625843693285375
19,1618577125.9,101.2213127950446,-0.8427942052733502,107.0,,,-86.72290600000001,36.1114015,,,0.0,1.0,0.0,0.0,54.45628847296549
20,1618577126.0,101.12934194375744,-0.911928992777992,107.08833693304535,,,-86.7228923,36.1113782,,,0.0,1.0,0.0,0.0,57.3245732965305
21,1618577126.1,100.93465358365036,-0.394670691053248,107.58883214204742,,,-86.7228787,36.11135529999999,,,0.0,1.0,0.0,0.0,60.14884949106765
22,1618577126.2,100.74137094919652,-0.9382895465731904,120.83004226359584,,,-86.7228652,36.1113325,,,0.0,1.0,0.0,0.0,62.959216574065906
23,1618577126.3,100.613763404612,-0.78,192.71495579044583,,,-86.72285169999999,36.1113095,,,0.0,1.0,0.0,0.0,65.78966196420605
24,1618577126.4,100.41778167778168,-0.8617312907992444,252.0,,,-86.7228382,36.1112865,,,0.0,0.8093317279852729,0.0,0.0,68.62010750524827
25,1618577126.5,100.26597622695826,-0.8696838235294118,252.0,,,-86.7228247,36.1112635,,,0.0,0.6168780874578206,0.0,0.0,71.45055319845339
26,1618577126.6,100.11858034151604,-0.7148837080875111,252.0,,,-86.722811,36.1112407,,,0.0,0.4244244469303683,0.0,0.0,74.26872028961641
27,1618577126.7,99.95037878038472,-0.7455214659685864,252.0,,,-86.7227975,36.1112178,,,0.0,0.2319703475572433,0.0,0.0,77.08912315945332
28,1618577126.8,99.83415412062406,-0.7768258757727406,252.0,,,-86.72278399999999,36.111195,,,0.0,0.039516707029791,0.0,0.0,79.89949115988345
29,1618577126.9,99.704427403511,-0.59,252.0,,,-86.7227703,36.1111723,,,0.0,0.0,0.0,0.0,82.70765974023577
30,1618577127.0,99.51595689751936,-0.7317345673911247,252.0,,,-86.7227567,36.1111495,,,0.0,0.0,0.0,0.0,85.52191611353838
