index,Time,Velocity,Acceleration,SpaceGap,LateralDistance,RelativeVelocity,LongitudeGPS,LatitudeGPS,Score,TrackID,L_Approach,R_Approach,L_Adjacent,R_Adjacent,DistanceGPS,MileMarker,Bearing,DrivingDir,ValidPt
21914,1619734702.4,36.69365353709082,0.700729672117316,16.0,,,-86.685006,36.0648718,,,0.0,0.0,1.0,0.0,37410.0781245246,-37335.7781245246,356.874017334043,West,False
21915,1619734702.5,36.813793735561774,0.6962740365695326,16.0,,,-86.6849988,36.064865000000005,,,0.0,0.0,1.0,0.0,37411.07338981405,-37336.77338981405,356.9696549288442,West,True
21916,1619734702.6,36.92152474009082,0.6925420228951185,16.0,,,-86.6849917,36.0648585,,,0.0,0.0,0.9539996083406416,0.0,37412.03758179011,-37337.737581790105,356.78624238190554,West,True
21917,1619734702.7,37.06802762698,0.6893465489751982,16.0,,,-86.6849848,36.0648518,,,0.0,0.0,0.5968820509327453,0.0,37413.00695590183,-37338.70695590183,357.0791451318169,West,True
21918,1619734702.8,37.1688271582472,0.6864599530515525,16.0,,,-86.684978,36.0648458,,,0.0,0.0,0.2397653449582372,0.0,37413.91177574541,-37339.611775745405,357.46004755500877,West,True
21919,1619734702.9,37.311125140400485,0.6836304442235068,16.0,,,-86.68497070000001,36.0648402,,,0.0,0.0,0.0,0.0,37414.8163680284,-37340.516368028395,357.06802484294485,West,True
21920,1619734703.0,37.50359440890784,0.6806113338780826,16.0,,,-86.6849637,36.064834000000005,,,0.0,0.0,0.0,0.0,37415.74973112576,-37341.44973112576,356.9583036280277,West,True
21921,1619734703.1,37.64357469376261,0.6771753635001974,16.0,,,-86.6849563,36.0648272,,,0.0,0.0,0.0,0.0,37416.756778677394,-37342.45677867739,357.2023369031422,West,True
21922,1619734703.2,37.77094927424336,0.6731449551597393,16.0,,,-86.6849492,36.0648212,,,0.0,0.0,0.0,0.0,37417.68002815926,-37343.380028159256,357.0922478574403,West,True
21923,1619734703.3,37.89239619800663,0.6683961550417519,16.0,,,-86.68494179999999,36.06481470000001,,,0.0,0.0,0.0,0.0,37418.662276248986,-37344.36227624898,357.08166439861407,West,True
21924,1619734703.4,38.05046318561777,0.6628831421957808,16.0,,,-86.6849342,36.064808,,,0.0,0.0,0.0,0.0,37419.67306351058,-37345.373063510575,357.1309396251898,West,True
21925,1619734703.5,38.17317574671555,0.656626727508772,16.0,,,-86.6849267,36.0648015,,,0.0,0.0,0.0,0.0,37420.66142049438,-37346.36142049438,357.0029189606319,West,True
21926,1619734703.6,38.35684660866222,0.6497298097991634,16.0,,,-86.68491929999999,36.0647948,,,0.0,0.0,0.0,0.0,37421.660146341106,-37347.3601463411,356.91667533179793,West,True
21927,1619734703.7,38.43808333799743,0.6423501833633051,16.0,,,-86.684912,36.064788,,,0.0,0.0,0.0,0.0,37422.66128005919,-37348.36128005919,356.822545094969,West,True
21928,1619734703.8,38.63692593546488,0.6347081082603447,16.0,,,-86.6849045,36.0647808,,,0.0,0.0,0.0,0.0,37423.70790487831,-37349.40790487831,356.6464046046015,West,True
21929,1619734703.9,38.737678577936514,0.6270481314438852,16.0,,,-86.68489699999999,36.064773200000005,,,0.0,0.0,0.0,0.0,37424.78893231741,-37350.48893231741,356.6451910480441,West,True
21930,1619734704.0,38.87873341477967,0.6196440625159783,16.0,,,-86.6848897,36.0647658,,,0.0,0.0,0.0,0.0,37425.841364214,-37351.541364214,356.86199058418174,West,True
21931,1619734704.1,38.99731590856615,0.6127580471053442,16.0,,,-86.684882,36.0647585,,,0.0,0.0,0.0,0.0,37426.90809423776,-37352.60809423776,356.90213534281804,West,True
21932,1619734704.2,39.134370601109765,0.6066503008240836,16.0,,,-86.68487420000001,36.0647512,,,0.0,0.0,0.0,0.0,37427.980677974636,-37353.68067797463,356.9830891303011,West,True
21933,1619734704.3,39.29,0.6015439943651026,16.0,,,-86.6848663,36.064744,,,0.0,0.0,0.0,0.0,37429.05081448153,-37354.75081448153,356.73384654437456,West,True
21934,1619734704.4,39.29245420103361,0.5976453954239254,16.48533297007804,,,-86.6848587,36.0647365,,,0.0,0.0,0.0,0.0,37430.128845237414,-37355.82884523741,356.7729492908941,West,True
21935,1619734704.5,39.50541334414561,0.5951191406389291,16.986517731996457,,,-86.6848507,36.0647287,,,0.0,0.0,0.0,0.0,37431.25548500116,-37356.955485001155,356.690378184855,West,True
21936,1619734704.6,39.60571766619833,0.5941187838658807,17.0,,,-86.6848428,36.0647208,,,0.0,0.0,0.0,0.0,37432.38503500368,-37358.08503500368,356.60347640206993,West,True
21937,1619734704.7,39.741390643274855,0.5947699938123037,17.0,,,-86.68483520000001,36.064713,,,0.0,0.0,0.0,0.0,37433.4890743057,-37359.189074305694,357.22725826187684,West,True
21938,1619734704.8,39.89,0.5972045664275307,17.0,,,-86.6848272,36.0647063,,,0.0,0.0,0.0,0.0,37434.524500154024,-37360.22450015402,356.8575870011874,West,True
21939,1619734704.9,39.93009487700958,0.6015429969281901,17.0,,,-86.6848193,36.0646988,,,0.0,0.0,0.0677981177265635,0.0,37435.6198171546,-37361.319817154596,356.89678243299363,West,True
