index,Time,Velocity,Acceleration,SpaceGap,LateralDistance,RelativeVelocity,LongitudeGPS,LatitudeGPS,Score,TrackID,L_Approach,R_Approach,L_Adjacent,R_Adjacent,DistanceGPS
0,1617227902.7,37.59790523827344,0.39,17.0,,,-86.7231662,36.11176470000001,,,1.0,1.0,0.0,0.0,0.0
1,1617227902.8,37.756661659568,0.58,17.0,,,-86.7231615,36.1117558,,,1.0,1.0,0.0,0.0,1.0759342424997105
2,1617227902.9,37.826558266583,0.39,17.0,,,-86.7231572,36.111746200000006,,,1.0,1.0,0.0,0.0,2.2111442753972796
3,1617227903.0,37.96576021560477,0.78,17.0,,,-86.7231523,36.1117367,,,1.0,1.0,0.0,0.0,3.35553503519052
4,1617227903.1,38.042795376236526,0.2702207911683533,17.0,,,-86.7231478,36.1117268,,,1.0,1.0,0.0,0.0,4.528239437532022
5,1617227903.2,38.16965002118293,0.58,17.0,,,-86.72314329999999,36.111717,,,1.0,1.0,0.0,0.0,5.690512195521286
6,1617227903.3,38.235987157360896,0.19,17.0,,,-86.72314,36.1117078,,,1.0,1.0,0.0,0.0,6.755591227093946
7,1617227903.4,38.31610697603767,0.58,17.0,,,-86.72313620000001,36.111698,,,1.0,1.0,0.0,0.0,7.897516628981888
8,1617227903.5,38.33233150819493,0.0,17.0,,,-86.7231337,36.1116882,,,1.0,1.0,0.0,0.0,9.010127770780059
9,1617227903.6,38.45654278249511,0.39,17.0,,,-86.72313249999999,36.1116802,,,1.0,1.0,0.0,0.0,9.906194838504113
10,1617227903.7,38.51852354262137,0.19,17.0,,,-86.7231287,36.1116735,,,1.0,1.0,0.0,0.0,10.725681968697993
11,1617227903.8,38.61665304711032,0.58,17.0,,,-86.7231228,36.111664700000006,,,1.0,1.0,0.0,0.0,11.838514195638627
12,1617227903.9,38.58205756402482,0.0,17.133956200050697,,,-86.7231175,36.1116572,,,1.0,1.0,0.0,0.0,12.798810004788889
13,1617227904.0,38.69165945761617,0.3132080522945066,17.635457967257647,,,-86.7231123,36.1116485,,,1.0,1.0,0.0,0.0,13.87308055251998
14,1617227904.1,38.72674163317518,0.19,18.0,,,-86.723107,36.1116395,,,1.0,1.0,0.0,0.0,14.981315569570725
15,1617227904.2,38.82389839832039,0.39,18.0,,,-86.723102,36.111631,,,1.0,1.0,0.0,0.0,16.027767693453576
16,1617227904.3,38.77401949303011,0.0,18.0,,,-86.7230965,36.1116223,,,1.0,1.0,0.267495954842822,0.0,17.114027719532576
17,1617227904.4,38.89020351268469,0.39,18.0,,,-86.72309179999999,36.111614,,,1.0,1.0,0.8906968071117503,0.0,18.128934336110454
18,1617227904.5,38.87463979950066,0.1808615583337177,18.0,,,-86.7230865,36.1116037,,,0.8526797332725651,1.0,1.0,0.0,19.369259147182532
19,1617227904.6,38.98264672427395,0.3724178489147569,18.0,,,-86.72308170000001,36.111595,,,0.6740251691538368,1.0,1.0,0.0,20.428399832733447
20,1617227904.7,39.02353677563151,0.0327587404915155,18.0,,,-86.72307679999999,36.11158629999999,,,0.4953701790890291,1.0,1.0,0.0,21.491229348083024
21,1617227904.8,39.032617170508914,0.1363380595559765,18.0,,,-86.7230722,36.1115777,,,0.3167156149703009,1.0,1.0,0.0,22.532967273202132
