index,Time,Velocity,Acceleration,SpaceGap,LateralDistance,RelativeVelocity,LongitudeGPS,LatitudeGPS,Score,TrackID,L_Approach,R_Approach,L_Adjacent,R_Adjacent,DistanceGPS
0,1618264595.9,44.40055505194263,-0.0266721262377627,47.0,,,-86.72316670000001,36.111786,,,0.0,0.0,0.0,0.0,0.0
1,1618264596.0,44.39100692920872,0.0,47.0,,,-86.7231603,36.1117768,,,0.0,0.0,0.0,0.0,1.1734759443798415
2,1618264596.1,44.48,0.0,46.52123832926176,,,-86.72315379999999,36.1117678,,,0.0,0.0,0.0,0.0,2.332117195665579
3,1618264596.2,44.463692871911455,0.3496662633413396,46.02116738977255,,,-86.7231478,36.1117585,,,0.0,0.0,0.0,0.0,3.498262439909741
4,1618264596.3,44.55506000900375,0.0595300216217194,46.0,,,-86.7231413,36.1117488,,,0.0,0.0,0.0,0.0,4.724760932220233
5,1618264596.4,44.56991143869809,0.2741931422106243,46.0,,,-86.723135,36.1117388,,,0.0,0.0,0.0,0.0,5.972444203617975
6,1618264596.5,44.602001428872384,0.0872927355463297,46.0,,,-86.7231288,36.1117288,,,0.0,0.0,0.0,0.0,7.2160786455376735
7,1618264596.6,44.65706393284765,0.19,46.0,,,-86.7231223,36.1117187,,,0.0,0.0,0.0,0.0,8.481868580583964
8,1618264596.7,44.76,0.2338023145789358,46.0,,,-86.7231155,36.111709000000005,,,0.0,0.0,0.0,0.0,9.721423588296076
9,1618264596.8,44.75111444922634,0.0,46.0,,,-86.7231088,36.1116985,,,0.0,0.0,0.0,0.0,11.034972226103536
10,1618264596.9,44.83379284215974,0.1871689970654237,46.0,,,-86.7231015,36.1116887,,,0.0,0.0,0.0,0.0,12.306781160163261
11,1618264597.0,44.90036584551706,0.19,46.0,,,-86.723095,36.1116783,,,0.0,0.0,0.0,0.0,13.602259845921106
12,1618264597.1,44.84442027935289,0.19,46.0,,,-86.7230897,36.1116682,,,0.0,0.0,0.0,0.0,14.822079043438773
13,1618264597.2,44.81,-0.19,46.0,,,-86.72308220000001,36.11165870000001,,,0.0,0.0,0.0,0.0,16.074993640433316
14,1618264597.3,44.76927092150556,0.0,46.0,,,-86.723075,36.1116498,,,0.0,0.0,0.0,0.0,17.257239844136553
15,1618264597.4,44.73742023015269,0.0,46.0,,,-86.7230692,36.1116395,,,0.0,0.0,0.0,0.0,18.515489348925136
16,1618264597.5,44.70433819241983,-0.19,46.0,,,-86.7230637,36.1116283,,,0.0,0.0,0.0,0.0,19.855297285605463
17,1618264597.6,44.69828341627339,-0.1545504958547834,46.0,,,-86.72305779999999,36.111618,,,0.0,0.0,0.0,0.0,21.117293095919578
18,1618264597.7,44.63903250325413,-0.19,45.52063766962815,,,-86.7230518,36.111608,,,0.0,0.0,0.0,0.0,22.352986299896006
19,1618264597.8,44.59,0.0,45.02105276949629,,,-86.7230463,36.1115973,,,0.0,0.0,0.0,0.0,23.641278303528782
20,1618264597.9,44.50678287880864,-0.19,45.0,,,-86.7230407,36.1115865,,,0.0,0.0,0.0,0.0,24.943290942735473
21,1618264598.0,44.542549383571135,0.0,45.0,,,-86.7230345,36.1115765,,,0.0,0.0,0.0,0.0,26.18692586904418
22,1618264598.1,44.57428202907283,0.0,45.0,,,-86.7230282,36.1115667,,,0.0,0.0,0.0,0.0,27.414831514947757
23,1618264598.2,44.58323596006088,0.0,45.0,,,-86.7230218,36.1115565,,,0.0,0.0,0.0,0.0,28.686411354633503
24,1618264598.3,44.584315324191664,0.0,45.0,,,-86.723016,36.1115465,,,0.0,0.0,0.0,0.0,29.914374628124932
25,1618264598.4,44.710689130915526,0.0,45.0,,,-86.7230103,36.111536,,,0.0,0.0,0.0,0.0,31.189265989197725
26,1618264598.5,44.70127014430906,0.0269424851034319,45.0,,,-86.7230042,36.1115258,,,0.0,0.0,0.0,0.0,32.448890689921804
27,1618264598.6,44.83874445249104,0.19,45.0,,,-86.72299770000001,36.1115155,,,0.0,0.0,0.0,0.0,33.734453723614024
28,1618264598.7,44.808901796666426,0.7620137207811468,45.0,,,-86.722992,36.1115055,,,0.0,0.0,0.0,0.0,34.958632629283564
29,1618264598.8,45.04,0.39,45.0,,,-86.72298620000001,36.111495,,,0.0,0.0,0.0,0.0,36.237158480346885
30,1618264598.9,45.17501926153089,0.58,44.52250286862075,,,-86.72298020000001,36.1114848,,,0.0,0.0,0.0,0.0,37.49290145689457
31,1618264599.0,45.36406716067029,0.8933060988916844,44.02221779570649,,,-86.722974,36.1114747,,,0.0,0.0,0.0,0.0,38.746488669722204
32,1618264599.1,45.5154932708203,0.6921711344545854,44.0,,,-86.72296800000001,36.1114645,,,0.0,0.0,0.0,0.0,40.002231706230845
33,1618264599.2,45.65209693223789,0.8413410588111561,44.0,,,-86.72296180000001,36.1114542,,,0.0,0.0,0.0,0.0,41.27578086203556
34,1618264599.3,45.8523399005708,0.98,44.0,,,-86.7229558,36.1114438,,,0.0,0.0,0.0,0.0,42.55164593723413
35,1618264599.4,46.02274046138994,1.1486024307120832,44.0,,,-86.7229495,36.111433700000006,,,0.0,0.0,0.0,0.0,43.8092501272713
36,1618264599.5,46.21717636490668,0.3968681323810857,44.0,,,-86.7229428,36.1114233,,,0.0,0.0,0.0,0.0,45.11292614262612
37,1618264599.6,46.3606651806772,0.98,44.0,,,-86.7229368,36.1114132,,,0.0,0.0,0.0,0.0,46.3586353382804
38,1618264599.7,46.5738701986755,0.98,43.52318880612653,,,-86.7229307,36.111403,,,0.0,0.0,0.0,0.0,47.618260411727206
39,1618264599.8,46.742132491290825,0.6572755210370453,43.02380079248662,,,-86.7229245,36.1113925,,,0.0,0.0,0.0,0.0,48.911845923460085
40,1618264599.9,46.836902776139176,0.98,43.0,,,-86.72291829999999,36.1113822,,,0.0,0.0,0.0,0.0,50.18539530311293
