index,Time,Velocity,Acceleration,SpaceGap,LateralDistance,RelativeVelocity,LongitudeGPS,LatitudeGPS,Score,TrackID,L_Approach,R_Approach,L_Adjacent,R_Adjacent,DistanceGPS
0,1617832111.1,36.96009471220654,-0.0838316577168314,21.0,,,-86.72316500000001,36.1118378,,,0.0,0.0,0.0,0.0,0.0
1,1617832111.2,36.84024674440933,-0.19,21.0,,,-86.723161,36.11183,,,0.0,0.0,0.0,0.0,0.9388066944970961
2,1617832111.3,36.867546321665074,0.0,21.0,,,-86.7231563,36.1118222,,,0.0,0.0,0.0,0.0,1.903431900163687
3,1617832111.4,36.808476857455766,-0.19,21.0,,,-86.723152,36.111814200000005,,,0.0,0.0,0.0,0.0,2.873237316998107
4,1617832111.5,36.75227975821307,-0.19,21.0,,,-86.7231475,36.1118065,,,0.0,0.0,0.0,0.0,3.8200684213489025
5,1617832111.6,36.71040060776757,-0.38710321834264,21.0,,,-86.72314279999999,36.111799,,,0.0,0.0,0.0,0.0,4.7548142174468175
6,1617832111.7,36.67708320775912,-0.0174492187129398,21.0,,,-86.7231382,36.1117908,,,0.0,0.0,0.0,0.0,5.755878054468811
7,1617832111.8,36.63350127818688,-0.3501556155691111,21.0,,,-86.7231335,36.111782700000006,,,0.0,0.0,0.0,0.0,6.750604012251993
8,1617832111.9,36.52523322630493,-0.39,20.964483422408744,,,-86.7231293,36.1117748,,,0.0,0.0,0.0,0.0,7.706639728597688
9,1617832112.0,36.50849329634767,0.0,20.46299484677834,,,-86.7231252,36.1117668,,,0.0,0.0,0.0,0.0,8.6694303659112
10,1617832112.1,36.49865984021605,0.0,20.0,,,-86.72312099999999,36.1117595,,,0.0,0.0,0.0,0.0,9.564551488049581
11,1617832112.2,36.40852932675807,-0.19,20.0,,,-86.7231165,36.1117513,,,0.0,0.0,0.0,0.0,10.561940902603192
12,1617832112.3,36.30033221485816,-0.39,20.0,,,-86.7231118,36.111743,,,0.0,0.0,0.0,0.0,11.576847231410376
13,1617832112.4,36.27736084182165,0.0,20.0,,,-86.7231073,36.1117345,,,0.0,0.0,0.0,0.0,12.604821412489423
14,1617832112.5,36.32,-0.190715848818664,20.0,,,-86.7231025,36.111725,,,0.0,0.0,0.0,0.0,13.745787123157333
15,1617832112.6,36.19429002087761,-0.19,20.0,,,-86.7230973,36.1117152,,,0.0,0.0,0.0,0.0,14.931396914745727
16,1617832112.7,36.06760805487195,-0.39,20.0,,,-86.7230908,36.1117028,,,0.0,0.0,0.0,0.0,16.42875372522255
17,1617832112.8,36.05608204405669,0.0,20.0,,,-86.7230858,36.1116925,,,0.0,0.0,0.0,0.0,17.658985425313787
18,1617832112.9,36.057190186525744,-0.19,20.0,,,-86.72308220000001,36.111683,,,0.0,0.0,0.0,0.0,18.763730319093
19,1617832113.0,35.94271077620315,-0.2660256874440231,20.0,,,-86.7230772,36.1116743,,,0.0,0.0,0.0,0.0,19.83031133214693
20,1617832113.1,35.86915666552368,-0.2499118700587227,20.0,,,-86.72307370000001,36.1116658,,,0.0,0.0,0.0,0.0,20.826390792292123
21,1617832113.2,35.81975531294427,-0.39,20.0,,,-86.723069,36.1116575,,,0.0,0.0,0.0,0.0,21.841297312119888
22,1617832113.3,35.788047143558686,-0.19,20.0,,,-86.7230645,36.111649,,,0.0,0.0,0.0,0.0,22.869271665749913
23,1617832113.4,35.739181837833776,-0.0084921448712784,20.0,,,-86.7230585,36.1116438,,,0.0,0.0,0.0,0.0,23.659738151427234
24,1617832113.5,35.62,-0.39,19.964328228959666,,,-86.7230542,36.1116335,,,0.0,0.0,0.0,0.0,24.868430464948332
25,1617832113.6,35.54999348486378,-0.59,19.46403360823316,,,-86.7230487,36.1116265,,,0.0,0.0,0.0,0.0,25.79036177692988
26,1617832113.7,35.50797025213133,-0.19,19.0,,,-86.72304399999999,36.1116182,,,0.0,0.0,0.0,0.0,26.80526838464616
27,1617832113.8,35.46998174922292,-0.39,19.0,,,-86.723039,36.1116097,,,0.0,0.0,0.0,0.0,27.851720560265232
28,1617832113.9,35.36277734868037,-0.3089745181074766,19.0,,,-86.7230343,36.111601,,,0.0,0.0,0.0,0.0,28.907235988431356
29,1617832114.0,35.279128368976124,-0.39,19.0,,,-86.72302950000001,36.1115925,,,0.0,0.0,0.0,0.0,29.94610353114773
30,1617832114.1,35.17059749276401,-0.39,19.0,,,-86.7230248,36.1115843,,,0.0,0.0,0.0,0.0,30.95090921500197
31,1617832114.2,35.08446973557556,-0.39,19.0,,,-86.72302020000001,36.111576,,,0.0,0.0,0.0,0.0,31.96211189208379
32,1617832114.3,35.02,-0.59,19.0,,,-86.7230152,36.1115677,,,0.0,0.0,0.0,0.0,32.988522280504405
33,1617832114.4,34.80324268644417,-0.78,19.0,,,-86.7230105,36.1115593,,,0.0,0.0,0.0,0.0,34.01355110412099
34,1617832114.5,34.65129218710351,-0.78,19.0,,,-86.7230058,36.11155120000001,,,0.0,0.0,0.0,0.0,35.008277590664015
35,1617832114.6,34.51555611241044,-0.6668999954189381,19.0,,,-86.723001,36.1115428,,,0.0,0.0,0.0,0.0,36.03703913854441
36,1617832114.7,34.35435668110505,-0.78,19.0,,,-86.7229963,36.1115347,,,0.0,0.0,0.0,0.0,37.03176566290929
37,1617832114.8,34.18681819023803,-0.78,19.0,,,-86.7229915,36.111526700000006,,,0.0,0.0,0.0,0.0,38.02032042232119
38,1617832114.9,33.99,-0.78,19.0,,,-86.7229867,36.11151829999999,,,0.0,0.0,0.0,0.0,39.04908202729609
39,1617832115.0,33.870205737628815,-0.7477985739750446,19.0,,,-86.722982,36.1115102,,,0.0,0.0,0.0,0.0,40.04380860738942
40,1617832115.1,33.79542373501358,-0.59,19.0,,,-86.7229773,36.1115022,,,0.0,0.0,0.0,0.0,41.028478331214096
41,1617832115.2,33.6724889437606,-0.6002067903765043,19.0,,,-86.7229723,36.111494,,,0.0,0.0,0.0,0.0,42.04490223381711
42,1617832115.3,33.64671483338248,-0.19,19.0,,,-86.72296750000001,36.1114858,,,0.0,0.0,0.0,0.0,43.05351567625002
43,1617832115.4,33.593547392617296,-0.3388060107167818,19.0,,,-86.7229627,36.1114778,,,0.0,0.0,0.0,0.0,44.04207055331954
44,1617832115.5,33.55260201490401,-0.19,19.0,,,-86.72295799999999,36.1114695,,,0.0,0.0,0.0,0.0,45.0569774937679
45,1617832115.6,33.48702189021796,-0.1000302571860816,19.0,,,-86.722953,36.1114615,,,0.0,0.0,0.0,0.0,46.05350012127302
46,1617832115.7,33.50998766725704,-0.0809918134795628,19.0,,,-86.7229485,36.1114533,,,0.0,0.0,0.0,0.0,47.05089015799432
47,1617832115.8,33.46452877821973,0.0,19.0,,,-86.722944,36.1114453,,,0.0,0.0,0.0,0.0,48.02799125310842
48,1617832115.9,33.49847864033073,-0.153179640160343,19.0376545787925,,,-86.7229395,36.111437200000005,,,0.0,0.0,0.0,0.0,49.01522634377343
49,1617832116.0,33.46353735027887,0.0,19.53672112694826,,,-86.7229348,36.111429,,,0.0,0.0,0.0,0.0,50.02003237788699
50,1617832116.1,33.49304437722556,0.0,20.0,,,-86.7229303,36.111421,,,0.0,0.0,0.0,0.0,50.99713352474517
51,1617832116.2,33.55005896452104,0.19,20.0,,,-86.72292579999998,36.111413,,,0.0,0.0,0.0,0.0,51.974234689166586
52,1617832116.3,33.562908055375416,0.19,20.0,,,-86.7229213,36.111405,,,0.0,0.0,0.0,0.0,52.9513358695668
53,1617832116.4,33.63790253432463,0.1267458805916408,20.0,,,-86.7229167,36.1113973,,,0.0,0.0,0.0,0.0,53.90203784184789
54,1617832116.5,33.696258468188674,0.2873730971441133,20.0,,,-86.7229125,36.1113893,,,0.0,0.0,0.0,0.0,54.86830123329679
55,1617832116.6,33.775708729670974,0.0772728291421154,20.0,,,-86.72290770000001,36.1113815,,,0.0,0.0,0.0,0.0,55.836892982297094
56,1617832116.7,33.84,0.4485305178443834,20.0,,,-86.7229032,36.1113738,,,0.0,0.0,0.0,0.0,56.78372503677655
