,Time,Velocity,Acceleration,SpaceGap,RelativeVelocity,Long,Lat
9397,1615299307.7,81.71113634920493,-0.195,37.59111552778973,3.5378061041056936,-86.6839238,36.064276
9398,1615299307.8,81.79741555228112,0.1802774205401433,37.94208768280476,3.505280667326283,-86.6839405,36.06429179999999
9399,1615299307.9,81.69894539866209,-0.0004770730994685999,38.29306067460342,3.4727551530001146,-86.68395699999998,36.06430770000001
9400,1615299308.0,81.69633929782367,0.0,38.644032829618446,3.4402297162207045,-86.6839735,36.0643235
9401,1615299308.1,81.68425316387189,0.095,38.99500498463348,3.4077042794412944,-86.68399000000002,36.0643393
9402,1615299308.2,81.68411644022979,-0.0588607629651976,39.34597797643213,3.375178765115126,-86.6840065,36.0643552
9403,1615299308.3,81.69525390024766,0.0,39.69695013144717,3.3426533283357154,-86.684023,36.064371
9404,1615299308.4,81.67,-0.095,39.98239523128711,3.2926811325693124,-86.6840395,36.0643868
9405,1615299308.5,81.72978806131583,0.0,40.23246290093521,3.2332900610278874,-86.6840558,36.0644027
9406,1615299308.6,81.7388343737451,0.0,40.55883734860053,3.2084381403299234,-86.6840723,36.0644185
9407,1615299308.7,81.79616008818653,0.0,40.92631062683941,3.202188594781643,-86.6840888,36.0644343
9408,1615299308.8,81.66694574991674,0.0,41.293783028954984,3.1959390641334187,-86.6841053,36.0644502
9409,1615299308.9,81.62954649379994,0.029354182955433933,41.66125630719387,3.1896895185851384,-86.6841217,36.064466
9410,1615299309.0,81.62669908825809,0.0,41.98800491275804,3.1347527896341285,-86.68413819999998,36.0644818
9411,1615299309.1,81.74314205776669,-0.095,42.29279163544572,3.0535596053115923,-86.68415470000002,36.06449779999999
9412,1615299309.2,81.5853338111252,-0.1672342396611995,42.569497781695354,-0.2372091440263917,-86.68417099999998,36.064513700000006
9413,1615299309.3,81.6015847286009,0.10641662233798632,42.83096611189569,-5.269513219757236,-86.6841875,36.0645295
9414,1615299309.4,81.67797007757666,0.0,43.11032839397033,-2.246208396478599,-86.68420379999998,36.0645453
9415,1615299309.5,81.73470337756446,0.095,43.39136387108543,1.5306656366095206,-86.68422029999998,36.0645612
9416,1615299309.6,81.60758222735141,0.0,43.610047782277775,2.837999492559123,-86.68423680000002,36.0645768
9417,1615299309.7,81.56627180615939,0.04058991781828199,43.79501426674645,2.80987958782571,-86.6842533,36.06459270000001
