time, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47
-33.1,30.6535,30.4792,29.746,29.5583,28.9593,31.1006,31.3777,31.9812,31.6326,31.7309,32.2584,31.789,32.0706,32.701,32.7993,32.7144,32.2718,32.0796,31.8024,30.9173,31.4671,31.1989,31.0112,30.658,31.4671,31.5431,31.4627,31.0201,28.9548,30.6133,30.3585,29.1336,29.6477,29.898,31.1587,31.6326,31.6504,32.2718,31.9947,31.2257,31.6326,31.5163,30.3585,30.8279,29.4957,30.4613,30.3719,30.8413
266.9,31.333,31.1855,31.0067,30.8189,29.6566,30.4658,30.4613,30.5418,31.0022,30.9307,30.7474,30.211,30.5597,30.5641,31.105,30.7519,30.9307,31.0022,31.5431,31.713,31.8114,31.0961,30.8994,30.81,31.4716,30.9307,30.5641,30.5373,29.974,29.9919,30.3361,31.2928,31.5431,31.181,30.354,30.3495,30.0992,29.1783,29.6879,30.4032,30.8949,31.1542,30.9083,30.3719,29.755,30.4792,30.1171,30.1216
