time, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20
-270.7,32.1869,31.7398,31.2928,31.7398,30.3987,31.7398,32.1869,30.8458,31.7398,29.5046,19.6698,8.49376,8.49376,21.4579,26.3754,24.5872,19.6698,24.1402,28.1635,30.3987,31.7398
-210.7,31.7398,31.7398,32.6339,32.6339,31.7398,31.2928,30.8458,32.1869,29.0576,25.9283,17.4346,8.04672,9.83488,23.2461,26.3754,27.2694,22.352,24.1402,30.3987,29.9517,31.7398
-150.7,31.2928,31.2928,30.3987,31.7398,32.6339,32.6339,31.7398,30.3987,30.3987,30.3987,15.6464,7.59968,9.83488,21.905,28.1635,26.8224,24.5872,25.4813,29.5046,29.5046,29.9517
-90.7,31.7398,31.7398,31.2928,31.2928,30.8458,32.6339,31.2928,31.7398,31.2928,30.3987,20.1168,8.49376,11.623,21.905,27.7165,26.3754,25.4813,25.4813,28.1635,29.9517,29.9517
-30.7,31.7398,31.7398,31.7398,30.8458,29.9517,30.3987,30.8458,29.5046,31.2928,30.3987,18.7757,7.59968,13.4112,21.4579,25.4813,28.6106,28.1635,29.0576,28.1635,29.0576,31.7398
29.3,33.528,31.7398,32.6339,32.6339,30.8458,31.7398,29.9517,29.5046,30.3987,29.9517,18.7757,10.729,14.3053,22.799,28.1635,27.7165,30.3987,29.9517,28.1635,28.6106,29.0576
89.3,31.7398,31.7398,32.6339,33.081,32.1869,30.3987,29.5046,28.1635,29.0576,27.7165,18.7757,12.5171,16.0934,23.2461,28.6106,25.9283,28.1635,29.9517,31.2928,32.6339,30.3987
149.3,30.3987,32.6339,30.8458,30.8458,31.7398,32.6339,29.5046,28.1635,29.0576,27.7165,18.7757,13.4112,12.5171,21.0109,27.2694,28.1635,29.0576,28.1635,28.1635,29.0576,30.3987
209.3,30.3987,31.7398,30.3987,31.2928,30.3987,32.6339,32.6339,32.6339,29.9517,27.2694,23.6931,14.7523,11.623,18.7757,25.0342,29.0576,30.3987,29.9517,29.9517,29.0576,29.5046
269.3,29.5046,29.9517,31.2928,31.7398,32.1869,32.1869,30.8458,30.3987,32.6339,29.0576,22.352,11.176,11.176,20.5638,26.3754,27.7165,29.5046,29.5046,30.3987,31.2928,30.8458
329.3,30.3987,29.9517,29.9517,30.3987,31.2928,31.7398,32.1869,30.8458,30.8458,29.0576,20.1168,10.729,13.8582,23.6931,28.1635,25.0342,29.5046,29.5046,30.3987,31.2928,30.8458
389.3,31.2928,31.2928,29.5046,31.2928,31.2928,30.8458,30.3987,31.2928,31.2928,30.3987,25.0342,10.729,13.8582,21.0109,25.9283,26.3754,29.5046,28.1635,28.1635,29.0576,29.9517
449.3,30.8458,31.2928,30.3987,30.8458,32.1869,31.2928,30.8458,30.8458,30.3987,25.4813,21.905,12.9642,15.1994,21.905,26.3754,28.1635,28.1635,27.7165,29.0576,29.0576,28.6106
