time, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20
-281.2,31.7398,31.2928,29.5046,30.8458,29.9517,17.8816,8.49376,17.8816,17.4346,12.0701,12.0701,16.5405,10.729,9.38784,7.59968,8.49376,23.6931,31.2928,31.2928,30.8458,29.5046
-221.2,29.5046,30.3987,27.2694,29.0576,29.9517,17.4346,8.9408,17.4346,17.4346,11.176,13.4112,15.1994,10.729,9.38784,9.38784,10.729,23.6931,27.7165,28.6106,30.3987,31.2928
-161.2,30.8458,31.2928,27.2694,29.5046,28.6106,13.4112,10.729,19.6698,16.0934,9.83488,13.4112,14.3053,10.729,9.83488,11.176,12.0701,23.6931,27.2694,27.7165,28.1635,30.3987
-101.2,31.2928,31.2928,30.3987,31.2928,28.1635,14.3053,15.6464,21.0109,15.1994,10.729,15.1994,14.3053,11.176,10.729,12.0701,12.0701,23.6931,27.2694,29.0576,28.1635,29.5046
-41.2,31.2928,32.1869,31.2928,32.1869,31.2928,23.6931,21.0109,21.905,12.9642,11.176,15.1994,13.4112,10.729,10.729,12.0701,12.0701,24.1402,28.6106,29.5046,29.5046,29.0576
18.8,31.2928,32.1869,31.2928,32.1869,31.2928,23.6931,21.0109,21.905,12.9642,11.176,15.1994,13.4112,10.729,10.729,12.0701,12.0701,24.1402,28.6106,29.5046,29.5046,29.0576
78.8,31.2928,32.1869,31.2928,32.1869,32.6339,33.528,26.8224,10.729,11.623,13.8582,14.7523,14.3053,11.176,11.176,9.38784,11.176,25.4813,29.5046,29.9517,29.5046,30.3987
138.8,31.2928,32.1869,31.2928,32.1869,32.6339,33.528,26.8224,10.729,11.623,13.8582,14.7523,14.3053,11.176,11.176,9.38784,11.176,25.4813,29.5046,29.9517,29.5046,30.3987
198.8,31.2928,32.1869,31.2928,32.1869,32.6339,33.528,26.8224,10.729,11.623,13.8582,14.7523,14.3053,11.176,11.176,9.38784,11.176,25.4813,29.5046,29.9517,29.5046,30.3987
258.8,31.7398,32.1869,31.7398,31.2928,32.1869,32.6339,22.799,12.5171,23.6931,24.1402,16.0934,12.0701,11.176,9.38784,10.2819,13.8582,22.352,26.8224,27.7165,28.6106,29.0576
318.8,31.2928,30.3987,28.1635,29.5046,28.6106,29.5046,23.2461,15.6464,21.0109,21.0109,15.1994,12.0701,11.176,9.83488,10.2819,12.5171,21.905,27.7165,27.7165,28.6106,29.0576
378.8,31.7398,30.3987,28.6106,31.2928,29.9517,29.0576,20.5638,15.6464,19.2227,17.8816,15.1994,12.9642,10.729,10.729,12.9642,13.4112,21.4579,28.1635,28.1635,29.0576,29.5046
438.8,31.2928,30.3987,27.7165,31.7398,27.7165,30.3987,23.2461,22.352,28.6106,25.0342,15.6464,12.0701,12.0701,11.623,12.9642,13.4112,21.0109,27.7165,28.1635,29.0576,28.6106
498.8,30.3987,30.3987,29.0576,32.1869,27.7165,31.2928,25.0342,24.5872,28.6106,26.3754,15.1994,12.0701,12.0701,12.5171,11.623,13.8582,21.4579,27.7165,27.7165,28.6106,27.7165
558.8,30.3987,31.2928,31.2928,31.7398,31.7398,31.2928,27.7165,25.9283,28.6106,24.5872,15.1994,13.4112,14.3053,12.9642,14.7523,15.6464,23.6931,26.3754,27.2694,27.7165,29.0576
