time, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20
-270.7,100,100,100,100,100,100,100,100,100,100,99,90,90,100,100,100,100,100,100,100,100
-210.7,100,100,100,100,100,100,100,100,100,100,99,90,90,100,100,100,100,100,100,100,100
-150.7,100,100,100,100,100,100,100,100,100,100,99,90,90,100,100,100,100,100,100,100,100
-90.7,100,100,100,100,100,100,100,100,100,100,99,90,90,100,100,100,100,100,100,100,100
-30.7,100,100,100,100,100,100,100,100,100,100,99,90,90,100,100,100,100,100,100,100,100
29.3,100,100,100,100,100,100,100,100,100,100,99,90,100,100,100,100,100,100,100,100,100
89.3,100,100,100,100,100,100,100,100,100,100,99,90,100,100,100,100,100,100,100,100,100
149.3,100,100,100,100,100,100,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100
209.3,100,100,100,100,100,100,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100
269.3,100,100,100,100,100,100,100,100,100,100,99,90,90,100,100,100,100,100,100,100,100
329.3,100,100,100,100,100,100,100,100,100,100,99,90,90,100,100,100,100,100,100,100,100
389.3,100,100,100,100,100,100,100,100,100,100,99,90,90,100,100,100,100,100,100,100,100
449.3,100,100,100,100,100,100,100,100,100,100,99,90,90,100,100,100,100,100,100,100,100
