time, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20
-295.4,100,90,90,90,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-235.4,90,90,90,90,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-175.4,90,90,90,90,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-115.4,90,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-55.4,100,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
4.6,90,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
64.6,90,100,90,90,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
124.6,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
184.6,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
244.6,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
304.6,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
364.6,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
424.6,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
484.6,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
544.6,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
