time, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20
-295.4,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
-235.4,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
-175.4,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
-115.4,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
-55.4,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
4.6,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
64.6,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
124.6,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
184.6,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
244.6,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
304.6,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
364.6,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
424.6,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
484.6,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
544.6,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
