time, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20
-298,21.4579,25.0342,19.2227,14.7523,9.83488,10.2819,15.6464,7.59968,13.8582,15.6464,10.729,11.176,16.5405,12.5171,12.9642,12.5171,15.1994,12.9642,13.4112,12.0701,7.59968
-238,19.2227,27.7165,16.5405,9.38784,9.83488,10.729,15.1994,9.38784,17.8816,12.9642,9.38784,14.7523,20.5638,15.6464,12.0701,12.9642,14.3053,11.623,14.3053,12.0701,8.9408
-178,14.3053,28.1635,11.176,7.15264,11.176,18.7757,15.1994,9.38784,20.1168,11.176,8.9408,17.8816,21.0109,14.3053,12.0701,9.83488,13.4112,12.0701,10.729,12.9642,10.729
-118,13.8582,23.2461,11.176,12.5171,14.7523,16.5405,11.176,12.0701,20.1168,8.9408,8.49376,19.2227,19.6698,14.3053,12.0701,9.83488,12.5171,11.623,9.38784,16.9875,9.83488
-58,13.8582,23.2461,11.176,12.5171,14.7523,16.5405,11.176,12.0701,20.1168,8.9408,8.49376,19.2227,19.6698,14.3053,12.0701,9.83488,12.5171,11.623,9.38784,16.9875,9.83488
2,16.5405,19.2227,10.2819,16.5405,16.0934,10.2819,10.729,17.8816,18.7757,9.83488,16.0934,19.6698,15.6464,9.38784,9.38784,9.38784,12.9642,10.2819,13.4112,20.5638,9.83488
62,16.5405,19.2227,10.2819,16.5405,16.0934,10.2819,10.729,17.8816,18.7757,9.83488,16.0934,19.6698,15.6464,9.38784,9.38784,9.38784,12.9642,10.2819,13.4112,20.5638,9.83488
122,14.3053,17.4346,16.5405,16.5405,9.83488,9.38784,16.0934,12.9642,8.9408,12.0701,15.1994,15.6464,11.176,8.04672,5.81152,7.59968,12.9642,12.9642,21.0109,18.7757,12.0701
182,18.7757,20.1168,14.3053,13.4112,7.59968,8.49376,16.0934,12.9642,12.0701,17.4346,19.2227,14.7523,10.729,7.15264,5.81152,7.59968,12.9642,17.4346,23.6931,21.4579,12.9642
242,18.7757,20.1168,14.3053,13.4112,7.59968,8.49376,16.0934,12.9642,12.0701,17.4346,19.2227,14.7523,10.729,7.15264,5.81152,7.59968,12.9642,17.4346,23.6931,21.4579,12.9642
302,18.7757,20.1168,14.3053,13.4112,7.59968,8.49376,16.0934,12.9642,12.0701,17.4346,19.2227,14.7523,10.729,7.15264,5.81152,7.59968,12.9642,17.4346,23.6931,21.4579,12.9642
362,20.1168,29.0576,15.1994,7.59968,8.9408,20.1168,10.729,10.729,18.7757,18.3286,12.0701,8.04672,8.49376,8.04672,7.59968,9.38784,16.5405,25.4813,25.0342,21.905,14.3053
422,23.2461,29.5046,13.4112,8.04672,10.2819,17.4346,8.9408,11.176,21.905,15.6464,9.83488,7.59968,8.49376,7.15264,7.59968,9.83488,20.1168,25.0342,24.5872,21.4579,14.3053
482,24.5872,29.9517,12.0701,9.83488,16.0934,17.4346,7.59968,16.5405,21.905,14.3053,7.59968,7.15264,7.59968,7.15264,7.59968,9.83488,23.2461,27.7165,24.5872,21.4579,16.5405
542,21.905,29.9517,13.4112,12.0701,17.8816,16.0934,7.59968,18.7757,13.4112,10.729,7.59968,9.38784,8.49376,6.25856,6.7056,10.729,25.9283,29.0576,27.2694,23.6931,17.8816
602,23.6931,27.7165,13.4112,12.5171,17.4346,9.83488,7.59968,18.7757,12.0701,6.25856,7.59968,8.49376,9.38784,8.49376,6.7056,10.729,22.352,29.0576,28.1635,25.4813,15.1994
662,31.2928,31.2928,25.0342,17.4346,17.4346,9.83488,11.176,19.2227,11.623,9.38784,7.59968,8.04672,8.9408,9.83488,7.59968,9.83488,24.5872,29.0576,28.1635,23.6931,14.3053
722,31.2928,31.2928,25.0342,17.4346,17.4346,9.83488,11.176,19.2227,11.623,9.38784,7.59968,8.04672,8.9408,9.83488,7.59968,9.83488,24.5872,29.0576,28.1635,23.6931,14.3053
782,32.6339,33.528,31.2928,26.3754,12.0701,8.49376,13.8582,7.59968,13.4112,9.38784,7.15264,8.9408,8.49376,7.15264,6.7056,7.15264,26.8224,29.9517,29.0576,21.0109,15.1994
842,30.3987,31.7398,29.5046,26.8224,14.3053,11.176,13.8582,7.59968,13.4112,9.38784,8.49376,8.49376,9.38784,7.59968,6.7056,7.15264,25.9283,30.8458,29.0576,23.6931,16.5405
902,30.8458,31.2928,28.1635,27.2694,12.0701,16.5405,9.38784,9.38784,12.0701,8.49376,8.49376,8.49376,7.15264,7.15264,8.49376,10.2819,25.9283,30.3987,29.9517,24.1402,17.8816
962,32.6339,32.6339,30.8458,29.0576,17.4346,21.0109,9.38784,9.38784,12.0701,7.15264,9.83488,8.04672,9.38784,9.83488,8.49376,10.2819,24.5872,29.5046,29.5046,25.4813,15.6464
1022,32.6339,32.6339,30.8458,29.0576,17.4346,21.0109,9.38784,9.38784,12.0701,7.15264,9.83488,8.04672,9.38784,9.83488,8.49376,10.2819,24.5872,29.5046,29.5046,25.4813,15.6464
1082,32.6339,32.6339,30.8458,29.0576,17.4346,21.0109,9.38784,9.38784,12.0701,7.15264,9.83488,8.04672,9.38784,9.83488,8.49376,10.2819,24.5872,29.5046,29.5046,25.4813,15.6464
