time, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20
-291.7,22.352,21.4579,22.352,24.5872,22.352,23.2461,11.176,21.4579,27.2694,19.2227,13.4112,17.8816,21.0109,18.3286,16.9875,14.3053,17.4346,20.5638,16.0934,15.1994,15.6464
-231.7,30.3987,28.1635,21.905,20.1168,19.6698,21.0109,12.0701,21.4579,26.3754,20.1168,15.6464,20.1168,21.905,19.2227,16.0934,14.3053,16.0934,22.352,14.7523,16.5405,10.729
-171.7,31.2928,29.5046,24.5872,17.4346,15.1994,15.6464,12.5171,24.1402,25.4813,24.1402,17.8816,21.0109,24.5872,16.9875,14.7523,17.4346,17.4346,20.5638,9.83488,16.5405,13.4112
-111.7,24.5872,29.9517,28.1635,22.799,15.6464,12.9642,13.4112,23.6931,26.8224,24.5872,21.905,22.352,22.799,18.3286,13.8582,16.5405,17.4346,12.9642,12.9642,21.0109,14.7523
-51.7,31.7398,29.9517,26.8224,21.905,17.4346,12.5171,18.7757,22.799,26.3754,24.5872,22.352,25.0342,21.905,15.6464,16.0934,14.7523,18.3286,12.9642,16.0934,22.352,17.4346
8.3,31.2928,31.2928,30.8458,22.799,19.2227,16.5405,21.0109,25.0342,27.2694,22.799,21.0109,23.6931,19.6698,14.3053,13.8582,13.4112,13.4112,9.38784,18.7757,23.6931,17.8816
68.3,31.2928,31.2928,29.5046,29.5046,23.6931,17.4346,22.352,24.1402,26.8224,23.6931,24.5872,23.2461,16.9875,13.8582,11.176,15.6464,12.0701,9.38784,18.7757,23.2461,17.4346
128.3,32.1869,32.1869,30.8458,26.8224,18.7757,21.905,25.9283,25.4813,25.9283,26.8224,25.4813,20.5638,14.7523,10.729,6.7056,13.8582,9.38784,11.623,21.4579,22.799,15.6464
188.3,30.3987,30.8458,30.3987,31.2928,29.0576,24.5872,27.7165,26.8224,25.9283,27.7165,26.8224,16.9875,15.1994,10.729,5.36448,10.729,6.7056,12.9642,21.4579,23.6931,16.5405
248.3,31.2928,32.1869,30.3987,29.5046,29.5046,29.5046,29.5046,26.8224,25.4813,26.8224,23.6931,14.3053,12.9642,5.81152,9.38784,6.25856,8.49376,20.5638,26.3754,25.9283,17.4346
308.3,32.1869,31.7398,29.0576,28.6106,27.2694,29.5046,31.2928,28.1635,25.9283,26.8224,23.2461,15.1994,9.38784,4.4704,10.2819,5.36448,9.38784,24.1402,25.9283,26.8224,17.8816
368.3,33.528,32.6339,31.7398,30.8458,26.8224,30.3987,30.3987,29.5046,26.8224,26.3754,20.1168,13.8582,5.81152,7.59968,14.3053,9.83488,11.623,21.905,24.5872,26.8224,24.1402
428.3,30.8458,32.1869,31.2928,32.1869,32.1869,29.5046,30.8458,31.2928,29.0576,27.7165,15.6464,9.83488,5.81152,10.729,19.2227,10.2819,16.5405,23.6931,25.4813,25.0342,24.1402
488.3,32.1869,32.6339,31.7398,30.3987,29.9517,31.7398,32.6339,31.2928,31.2928,26.3754,12.5171,6.25856,8.49376,16.9875,19.2227,14.3053,16.0934,25.4813,27.7165,26.3754,22.799
548.3,31.7398,31.2928,31.2928,31.2928,32.1869,31.7398,31.2928,30.8458,32.6339,25.9283,7.59968,5.36448,12.0701,21.0109,19.2227,19.2227,16.5405,23.6931,25.9283,25.0342,22.352
608.3,31.7398,31.2928,31.2928,31.7398,29.5046,31.7398,29.9517,28.6106,31.2928,21.905,5.36448,7.15264,13.8582,22.352,20.5638,19.2227,18.3286,23.2461,25.9283,24.5872,17.8816
668.3,31.2928,31.7398,30.8458,30.8458,31.2928,29.9517,31.2928,30.8458,30.8458,18.7757,4.91744,10.2819,18.3286,23.6931,18.3286,19.2227,17.8816,23.6931,27.7165,25.4813,19.2227
