index,Time,Velocity,Acceleration,SpaceGap,LateralDistance,RelativeVelocity,LongitudeGPS,LatitudeGPS,Score,TrackID,L_Approach,R_Approach,L_Adjacent,R_Adjacent,DistanceGPS,MileMarker,Bearing,DrivingDir,ValidPt
20180,1616625925.5,33.131165968973164,-0.9165673121974265,21.371869975885215,-0.4151625301434776,-0.9837906325358694,-86.685004,36.064919200000006,100.0,387.5934987942609,0.0,0.0,0.0,0.0,37371.755756322345,-37297.45575632234,356.9107198020626,West,False
20181,1616625925.6,32.96949518381254,-0.9222886468506692,21.29937705362167,-0.4903114731891659,-0.9963173310038692,-86.6849965,36.0649122,100.0,385.0,0.0,0.0,0.0,0.0,37372.78546858914,-37298.48546858914,356.78225791869215,West,True
20182,1616625925.7,32.76279008191521,-0.9236745966395448,21.197398734309115,-0.5413006328454426,-0.9781069168409132,-86.6849893,36.064905200000005,100.0,385.0,0.0,0.0,0.0,0.0,37373.79773242234,-37299.49773242234,356.6440102480054,West,True
20183,1616625925.8,32.57450921073956,-0.920315629566507,21.095420658131477,-0.5922896709342632,-0.959896546094906,-86.68498220000001,36.064898,100.0,385.0,0.0,0.0,0.0,0.0,37374.82156810352,-37300.52156810352,356.869034847577,West,True
20184,1616625925.9,32.36383347362514,-0.91180969830971,20.99344233881892,-0.6432788305905399,-0.94168613193195,-86.6849748,36.064891,100.0,385.0,0.0,0.0,0.0,0.0,37375.84541845981,-37301.545418459806,356.7370136687282,West,True
20185,1616625926.0,32.13473852239997,-0.8977860227587284,20.89146426264128,-0.6942678686793606,-0.9234757611859428,-86.6849677,36.064884,100.0,385.0,0.0,0.0,0.0,0.0,37376.85195956875,-37302.551959568744,356.6904954914745,West,True
20186,1616625926.1,31.96370085370551,-0.8779279116551421,20.78948618646364,-0.7452569067681813,-0.9052653904399351,-86.6849607,36.064877,100.0,385.0,0.0,0.0,0.0,0.0,37377.85282587605,-37303.552825876046,356.8739747433038,West,True
20187,1616625926.2,31.794878150514734,-0.8520053710068369,20.632078448010795,-0.8026405173297357,-0.9266503233310848,-86.6849535,36.0648702,100.0,385.0,0.0,0.0,0.0,0.0,37378.84809113829,-37304.548091138284,356.8280901162959,West,True
20188,1616625926.3,31.602846934739617,-0.8198969432564862,20.45212521362734,-0.8626249287908871,-0.9641405804943044,-86.6849463,36.0648633,100.0,385.0,0.0,0.0,0.0,0.0,37379.851830209984,-37305.55183020998,356.7369857051612,West,True
20189,1616625926.4,31.43,-0.7816179395497084,20.4,-0.96522221666035,-1.0282638854127188,-86.6849392,36.0648563,100.0,385.0,0.0,0.0,0.0,0.0,37380.85837145996,-37306.558371459956,356.7848239240561,West,True
20190,1616625926.5,31.26401445949256,-0.7373272149134001,20.4,-1.0851956150199156,-1.1032472593874472,-86.6849322,36.0648495,100.0,385.0,0.0,0.0,0.0,0.0,37381.84204220942,-37307.54204220942,356.8320022490603,West,True
20191,1616625926.6,31.143921457029027,-0.6873381715938315,20.286223945987967,-1.12,-1.1338887542196905,-86.6849252,36.0648428,100.0,385.0,0.0,0.0,0.0,0.0,37382.81719162971,-37308.517191629704,356.7848103925244,West,True
20192,1616625926.7,31.02313745481509,-0.6321020139341214,20.12595283499892,-1.12,-1.1464099347657095,-86.6849182,36.064836,100.0,385.0,0.0,0.0,0.0,0.0,37383.80086244823,-37309.50086244823,356.8319889007702,West,True
20193,1616625926.8,30.91053778720871,-0.572196858600021,19.89800105699805,-1.1654997357504877,-1.157109333711014,-86.6849112,36.06482929999999,100.0,385.0,0.0,0.0,0.0,0.0,37384.77601193796,-37310.47601193796,356.8791719096831,West,True
20194,1616625926.9,30.814121525096528,-0.5082905644656783,19.64284264036592,-1.2292893399085203,-1.1670764593607064,-86.6849042,36.0648227,100.0,385.0,0.0,0.0,0.0,0.0,37385.742692886946,-37311.44269288694,356.78615782690076,West,True
20195,1616625927.0,30.69,-0.44111507903847125,19.43589943125804,-1.2882011374839215,-1.1570600117539211,-86.6848973,36.064816,100.0,385.0,0.0,0.0,0.0,0.0,37386.71206717923,-37312.412067179226,356.7389900363447,West,True
20196,1616625927.1,30.59530194631056,-0.37142315022649797,19.415899645832663,-1.3282007083346743,-1.0695609505178998,-86.68489050000001,36.0648093,100.0,385.0,0.0,0.0,0.0,0.0,37387.675715467725,-37313.37571546772,356.83612635794873,West,True
20197,1616625927.2,30.592944537372905,-0.2999631205880369,19.3945038997397,-1.3764883007809068,-1.0515259399403334,-86.6848837,36.0648028,100.0,385.0,0.0,0.0,0.0,0.0,37388.62227571666,-37314.32227571666,356.8340077895746,West,True
20198,1616625927.3,30.53953637237856,-0.22744748616942018,19.367695166751624,-1.4569144997451309,-1.3028578117035334,-86.6848768,36.0647962,100.0,385.0,0.0,0.0,0.0,0.0,37389.583130636966,-37315.28313063696,356.6403740812147,West,True
20199,1616625927.4,30.48068880038641,-0.15454192718473642,19.231841162282947,-1.522719612572351,-1.4817990314308775,-86.6848702,36.0647895,96.08403551420116,385.0,0.0,0.0,0.0,0.0,37390.5354781769,-37316.235478176895,356.78898294117624,West,True
20200,1616625927.5,30.515417409658284,-0.08185680648058188,19.05208587598601,-1.5826380413379968,-1.631595103344992,-86.6848635,36.064783,90.5915128773503,385.0,0.0,0.0,0.0,0.0,37391.47625950718,-37317.17625950718,356.88757989150974,West,True
20201,1616625927.6,30.545579263459263,-0.009953781597924562,18.94327931006989,-1.6425405174475822,-1.7370382546110577,-86.68485679999999,36.0647767,85.80946119143132,385.0,0.0,0.0,0.0,0.0,37392.40006518614,-37318.10006518614,356.9263155285387,West,True
20202,1616625927.7,30.52828937708251,0.06064176424953335,18.86341782922397,-1.7024366280820211,-1.8243867492862813,-86.68484980000001,36.064770200000005,81.31725289384839,385.0,0.0,0.0,0.0,0.0,37393.35833202634,-37319.05833202634,356.79045720806147,West,True
20203,1616625927.8,30.548486961795028,0.12942541364302312,18.684043121012408,-1.72,-1.8677223726122267,-86.6848432,36.0647638,81.0633423567336,385.0,0.0,0.0,0.0,0.0,37394.28481695614,-37319.98481695614,356.6903721051919,West,True
20204,1616625927.9,30.61598369916854,0.19589267628039714,18.46338076198311,-1.72,-1.892797640683738,-86.6848367,36.0647573,82.56785844102427,385.0,0.0,0.0,0.0,0.0,37395.214193373664,-37320.91419337366,356.89362354570096,West,True
20205,1616625928.0,30.727433831111792,0.2595291531394302,18.32882984434348,-1.805404186787824,-1.9889626945706504,-86.68483020000001,36.0647512,75.88298443434799,385.0,0.0,0.0,0.0,0.0,37396.10941650075,-37321.80941650075,356.84279535775187,West,True
20206,1616625928.1,30.80096283864781,0.3197939694242151,18.228979704065733,-1.92522435512112,-2.1137753699178328,-86.68482370000001,36.064745,65.89797040657335,385.0,0.0,0.0,0.0,0.0,37397.013093769085,-37322.71309376908,356.93685186693193,West,True
20207,1616625928.2,30.96,0.3761247500653545,27.352027532001408,-1.2273869586452073,-1.3962538901445884,-86.68481700000001,36.0647388,71.17145315357268,385.8453227400248,0.0,0.0,0.0,0.0,37397.92849635381,-37323.628496353806,356.79519203711897,West,True
20208,1616625928.3,31.048293431609515,0.427930777646573,40.24637688402258,-0.1952038208602615,-0.3342962387696919,-86.68481070000001,36.06473270000001,82.68426507502016,387.0363032836228,0.0,0.0,0.0,0.0,37398.81209225237,-37324.512092252364,356.7935474807974,West,True
20209,1616625928.4,31.25095075680758,0.4746121929398216,50.68381916644798,0.6438191664479805,0.5130651048500608,-86.6848043,36.0647265,92.38191664479804,388.0,0.0,0.0,0.0,0.0,37399.70998452152,-37325.40998452152,356.9444206696834,West,True
20210,1616625928.5,31.406880795059685,0.515559469143868,50.70383157191593,0.6638315719159291,0.4505263377627216,-86.6847978,36.0647205,94.38315719159291,388.0,0.0,0.0,0.0,0.0,37400.596812519405,-37326.2968125194,356.6361939978502,West,True
20211,1616625928.6,31.542327440329835,0.5501799498594,50.735359072705805,0.6761602318235491,0.3904005795588728,-86.6847917,36.0647143,96.0,388.0,0.0,0.0,0.0,0.0,37401.47767198692,-37327.177671986916,356.8451411121644,West,True
20212,1616625928.7,31.69774827576284,0.5778982561288941,50.815321229799146,0.656169692550214,0.3404242313755349,-86.6847853,36.064708200000005,96.0,388.0,0.0,0.0,0.0,0.0,37402.367055241855,-37328.06705524185,356.74445435508426,West,True
20213,1616625928.8,31.86941346228843,0.5981851713306803,50.89020246547492,0.64,0.2872469181563504,-86.68477920000001,36.064702200000006,96.255061636873,388.0,0.0,0.0,0.0,0.0,37403.23062027925,-37328.93062027925,356.9483688211131,West,True
20214,1616625928.9,32.008995087705536,0.6105587888316282,50.94358208147935,0.64,0.2205223981508142,-86.6847728,36.0646963,97.58955203698372,388.0,0.0,0.0,0.0,0.0,37404.103161584164,-37329.80316158416,356.7444421337146,West,True
20215,1616625929.0,32.23311781954526,0.6146171448315293,50.96,0.64,0.165395683521813,-86.6847667,36.0646903,97.7231654681745,388.0,0.0,0.0,0.0,0.0,37404.966726675026,-37330.66672667502,356.89673485161217,West,True
20216,1616625929.1,32.33136412058236,0.6100453108383876,50.96,0.64,0.1154205144238468,-86.6847603,36.0646843,97.32336411539076,388.0,0.0,0.0,0.0,0.0,37405.847659112485,-37331.54765911248,356.80038063431107,West,True
