index,Time,Velocity,Acceleration,SpaceGap,LateralDistance,RelativeVelocity,LongitudeGPS,LatitudeGPS,Score,TrackID,L_Approach,R_Approach,L_Adjacent,R_Adjacent,DistanceGPS,MileMarker,Bearing,DrivingDir,ValidPt
4246,1617745671.2,54.73815620225278,-0.9069174836290141,29.32272079806011,,,-86.6850082,36.0649667,,,0.0,0.0,0.0,0.0,6272.84984959158,-6198.54984959158,356.83412192991517,West,False
4247,1617745671.3,54.50020146248133,-0.93497644353568,29.0,,,-86.6849967,36.064955700000006,,,0.0,0.0,0.0,0.0,6274.451273086754,-6200.1512730867535,356.8933226082947,West,True
4248,1617745671.4,54.31853076162383,-0.9608275466182037,29.0,,,-86.6849853,36.064945,,,0.0,0.0,0.0,0.0,6276.02148467912,-6201.721484679119,356.7505514482658,West,True
4249,1617745671.5,54.10622570223459,-0.983425335235454,29.0,,,-86.68497430000001,36.0649342,,,0.0,0.0,0.0,0.0,6277.577041890353,-6203.277041890353,356.9202641236546,West,True
4250,1617745671.6,53.84993165917829,-1.0017697791275206,29.0,,,-86.68496280000001,36.0649235,,,0.0,0.0,0.0,0.0,6279.153134027011,-6204.853134027011,356.75052947268165,West,True
4251,1617745671.7,53.60006534211645,-1.0149781687438995,29.0,,,-86.6849518,36.0649127,,,0.0,0.0,0.8802727305307673,0.0,6280.708691411612,-6206.4086914116115,356.86584223420675,West,True
4252,1617745671.8,53.36400134680135,-1.0223512001226296,29.0,,,-86.6849405,36.064902,,,0.0,0.0,1.0,0.0,6282.27305254629,-6207.97305254629,356.89689255283463,West,True
4253,1617745671.9,53.11163972101938,-1.0234347833445823,28.82388037256465,,,-86.6849293,36.0648915,,,0.0,0.0,1.0,0.0,6283.81468256118,-6209.51468256118,356.8658210262471,West,True
4254,1617745672.0,52.88543175240159,-1.0180622805804989,28.323288393875885,,,-86.68491800000001,36.0648808,,,0.0,0.0,1.0,0.0,6285.379043872734,-6211.079043872734,356.8968715598297,West,True
4255,1617745672.1,52.67749030656857,-1.0063823321619654,28.0,,,-86.6849068,36.0648703,,,0.0,0.0,1.0,0.0,6286.9206740656045,-6212.620674065604,356.8405538726175,West,True
4256,1617745672.2,52.41683604873302,-0.9888562574390978,28.0,,,-86.68489579999999,36.0648598,,,0.0,0.0,1.0,0.0,6288.450625745154,-6214.150625745154,356.8391906609707,West,True
4257,1617745672.3,52.18366539569711,-0.9662379295231803,28.0,,,-86.68488470000001,36.064849200000005,,,0.0,0.0,1.0,0.0,6289.994871903826,-6215.6948719038255,356.8116065682025,West,True
