time, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20
-281.2,100,100,100,100,100,90,90,90,90,90,90,90,90,90,90,90,97,100,100,100,100
-221.2,100,100,100,100,100,90,90,90,90,90,90,90,90,90,90,90,100,100,100,100,100
-161.2,100,100,100,100,100,90,90,90,90,90,90,90,90,90,90,90,97,100,100,100,100
-101.2,100,100,100,100,100,90,90,90,90,90,90,90,90,90,90,90,97,100,100,100,100
-41.2,100,100,100,100,100,100,100,100,90,90,90,90,90,90,90,90,100,100,100,100,100
18.8,100,100,100,100,100,100,100,100,90,90,90,90,90,90,90,90,100,100,100,100,100
78.8,100,100,100,100,100,100,90,90,90,90,90,90,90,90,90,90,100,100,100,100,100
138.8,100,100,100,100,100,100,90,90,90,90,90,90,90,90,90,90,100,100,100,100,100
198.8,100,100,100,100,100,100,90,90,90,90,90,90,90,90,90,90,100,100,100,100,100
258.8,100,100,100,100,100,100,90,90,100,90,90,90,90,90,90,90,97,100,100,100,100
318.8,100,100,100,100,100,100,90,90,100,90,90,90,90,90,90,90,97,100,100,100,100
378.8,100,100,100,100,100,100,90,90,90,90,90,90,90,90,90,90,97,100,100,100,100
438.8,100,100,100,100,100,100,100,100,100,90,90,90,90,90,90,90,97,100,100,100,100
498.8,100,100,100,100,100,100,100,100,100,100,99,90,90,90,90,90,97,100,100,100,100
558.8,100,100,100,100,100,100,100,100,100,90,90,90,90,90,90,90,100,100,100,100,100
